0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
fra,nce,",",",",lou,rde,s,",",",",na,ncy,",",",",le, ha,vre,",",",",poi,tie,rs,",",",",ni,me,s,",",",",a,vi,gno,n,",",",",li,lle,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",la, ro,che,lle,",",",",a,vi,gno,n,",",",",stra,sbou,rg,",",",",na,nte,s,",",",",o,rlea,ns,",",",",rhei,ms,",",",",djio,n,",",",",tou,lo,n,",",",",cae,n,",",",",le, ma,ns,text_end,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",na,ncy,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",re,nne,s,",",",",roue,n,",",",",a,vi,gno,n,",",",",na,nte,s,",",",",o,rlea,ns,",",",",gre,no,ble,",",",",tou,lo,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",roue,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",re,nne,s,",",",",ai,x e,n pro,vi,nce,",",",",bre,st,",",",",djio,n,",",",",che,rbou,rg,",",",",o,rlea,ns,",",",",pa,ri,s,",",",",li,mo,ge,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",lyo,ns,",",",",a,vi,gno,n,",",",",ni,ce,",",",",rei,ms,",",",",tou,lo,n,",",",",o,rlea,ns,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ca,lai,s,",",",",na,nte,s,",",",",la, ro,che,lle,",",",",djio,n,",",",",ni,me,s,",",",",rhei,ms,",",",",bayo,nne,",",",",ma,rsei,lle,s,",",",",che,rbou,rg,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",djio,n,",",",",sai,nt e,tie,nne,",",",",ca,lai,s,",",",",ni,ce,",",",",poi,tie,rs,",",",",ni,me,s,",",",",roue,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ni,me,s,",",",",lou,rde,s,",",",",gre,no,ble,",",",",sai,nt e,tie,nne,",",",",li,lle,",",",",roue,n,",",",",la, ro,che,lle,",",",",pa,ri,s,",",",",tou,lou,se,text_end,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ca,rca,sso,nne,",",",",ni,ce,",",",",stra,sbou,rg,",",",",la, ro,che,lle,",",",",a,mie,ns,",",",",cha,rtre,s,",",",",ma,rsei,lle,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",cha,rtre,s,",",",",bre,st,",",",",poi,tie,rs,",",",",na,ncy,",",",",tou,lou,se,",",",",bo,rdeau,x,",",",",rei,ms,",",",",li,mo,ge,s,",",",",stra,sbou,rg,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",la, ro,che,lle,",",",",ni,me,s,",",",",roue,n,",",",",poi,tie,rs,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",tou,lo,n,",",",",li,mo,ge,s,",",",",ai,x e,n pro,vi,nce,",",",",gre,no,ble,",",",",ni,me,s,",",",",stra,sbou,rg,",",",",djio,n,",",",",a,vi,gno,n,",",",",ca,rca,sso,nne,",",",",ma,rsei,lle,s,text_end,,,,,,,,,,,,,,,
fra,nce,",",",",le, ma,ns,",",",",bayo,nne,",",",",la, ro,che,lle,",",",",djio,n,",",",",tou,lou,se,",",",",o,rlea,ns,",",",",a,vi,gno,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",djio,n,",",",",tou,rs,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ca,lai,s,",",",",lyo,ns,",",",",stra,sbou,rg,",",",",bo,rdeau,x,",",",",cha,rtre,s,",",",",na,ncy,",",",",li,mo,ge,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",bou,rge,s,",",",",rhei,ms,",",",",o,rlea,ns,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",bo,rdeau,x,",",",",lyo,ns,",",",",ca,rca,sso,nne,",",",",ni,ce,",",",",na,nte,s,",",",",gre,no,ble,",",",",bayo,nne,",",",",djio,n,",",",",tou,lou,se,",",",",o,rlea,ns,text_end,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",na,nte,s,",",",",a,vi,gno,n,",",",",ma,rsei,lle,s,",",",",bo,rdeau,x,",",",",cae,n,",",",",re,nne,s,",",",",tou,lou,se,",",",",ca,nne,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ca,rca,sso,nne,",",",",ca,lai,s,",",",",ai,x e,n pro,vi,nce,",",",",rhei,ms,",",",",che,rbou,rg,",",",",a,mie,ns,",",",",stra,sbou,rg,",",",",la, ro,che,lle,",",",",sai,nt e,tie,nne,text_end,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",na,ncy,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",cae,n,",",",",a,vi,gno,n,",",",",gre,no,ble,",",",",li,mo,ge,s,",",",",bayo,nne,",",",",ni,me,s,",",",",la, ro,che,lle,",",",",roue,n,",",",",cha,rtre,s,",",",",rei,ms,text_end,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",sai,nt e,tie,nne,",",",",ni,ce,",",",",ca,lai,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",lou,rde,s,",",",",ca,lai,s,",",",",a,vi,gno,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",poi,tie,rs,",",",",ma,rsei,lle,s,",",",",bre,st,",",",",la, ro,che,lle,",",",",ai,x e,n pro,vi,nce,",",",",tou,lo,n,",",",",tou,rs,",",",",stra,sbou,rg,",",",",lyo,ns,text_end,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",le, ma,ns,",",",",cae,n,",",",",a,vi,gno,n,",",",",re,nne,s,",",",",cha,rtre,s,",",",",poi,tie,rs,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",lyo,ns,",",",",lou,rde,s,",",",",bou,rge,s,",",",",a,vi,gno,n,",",",",li,lle,",",",",li,mo,ge,s,",",",",bayo,nne,",",",",djio,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",ai,x e,n pro,vi,nce,",",",",gre,no,ble,",",",",rei,ms,",",",",a,vi,gno,n,",",",",pa,ri,s,",",",",ma,rsei,lle,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",tou,lou,se,",",",",na,ncy,",",",",a,mie,ns,",",",",bo,rdeau,x,",",",",cae,n,",",",",rei,ms,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",li,mo,ge,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",djio,n,",",",",pa,ri,s,",",",",ca,lai,s,",",",",bayo,nne,",",",",bo,rdeau,x,",",",",le, ha,vre,",",",",bou,rge,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",na,nte,s,",",",",ca,lai,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",cae,n,",",",",o,rlea,ns,",",",",la, ro,che,lle,",",",",bayo,nne,",",",",ni,ce,",",",",stra,sbou,rg,",",",",ca,rca,sso,nne,",",",",tou,lou,se,",",",",che,rbou,rg,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",a,vi,gno,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",rhei,ms,",",",",li,mo,ge,s,",",",",ai,x e,n pro,vi,nce,",",",",bo,rdeau,x,",",",",la, ro,che,lle,",",",",ni,ce,",",",",ni,me,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",le, ma,ns,",",",",bayo,nne,",",",",o,rlea,ns,",",",",gre,no,ble,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra,nce,",",",",roue,n,",",",",li,lle,",",",",pa,ri,s,",",",",rei,ms,",",",",che,rbou,rg,",",",",re,nne,s,",",",",tou,rs,",",",",o,rlea,ns,",",",",djio,n,",",",",le, ma,ns,text_end,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,va,s,",",",",bo,dru,m,",",",",sa,msu,n,",",",",e,ski,se,hi,r,",",",",tra,bzo,n,",",",",bu,rsa,",",",",i,ne,bo,lu,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bo,dru,m,",",",",de,ni,zli,",",",",bu,rsa,",",",",ta,rsu,s,",",",",u,rfa,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,r,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,ne,bo,lu,",",",",a,da,na,",",",",i,sta,nbu,l,",",",",mu,gla,",",",",i,zmi,r,",",",",a,fyo,n,",",",",ma,rsi,n,",",",",ma,rma,ri,s,",",",",bi,tli,s,",",",",oi,du,text_end,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",de,ni,zli,",",",",oi,du,",",",",e,ski,se,hi,r,",",",",a,rtui,n,",",",",mu,gla,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,fyo,n,",",",",si,va,s,",",",",e,rzu,ru,m,",",",",si,no,p,",",",",a,nta,lya,",",",",ma,rsi,n,",",",",bo,dru,m,",",",",bu,rsa,",",",",ko,nya,text_end,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,va,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,no,p,",",",",si,li,fke,",",",",ma,rma,ri,s,",",",",bu,rsa,",",",",a,rtui,n,",",",",a,ma,sya,",",",",ma,la,tya,",",",",diya,rba,ki,r,",",",",i,zmi,t,",",",",oi,du,text_end,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",oi,du,",",",",e,ski,se,hi,r,",",",",bo,dru,m,",",",",i,zmi,t,",",",",ma,la,tya,",",",",ko,nya,",",",",bu,rsa,",",",",u,rfa,",",",",bi,tli,s,",",",",i,sta,nbu,l,text_end,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",e,di,rne,",",",",bu,rsa,",",",",mu,gla,",",",",kay,se,ri,",",",",si,va,s,",",",",i,sta,nbu,l,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",tra,bzo,n,",",",",i,ne,bo,lu,",",",",si,no,p,",",",",oi,du,",",",",diya,rba,ki,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",zo,ngu,lda,k,",",",",i,ne,bo,lu,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",tra,bzo,n,",",",",si,va,s,",",",",u,rfa,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",mu,gla,",",",",a,rtui,n,",",",",bu,rsa,",",",",e,ski,se,hi,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,nka,ra,",",",",ta,rsu,s,",",",",u,rfa,",",",",ga,zia,nte,p,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,sta,nbu,l,",",",",a,nka,ra,",",",",zo,ngu,lda,k,",",",",sa,msu,n,",",",",i,ne,bo,lu,",",",",ma,rma,ri,s,",",",",u,rfa,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ma,rma,ri,s,",",",",e,di,rne,",",",",si,va,s,",",",",diya,rba,ki,r,",",",",ma,la,tya,",",",",zo,ngu,lda,k,",",",",oi,du,",",",",ta,rsu,s,",",",",a,nta,lya,",",",",a,rtui,n,text_end,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",kay,se,ri,",",",",i,sta,nbu,l,",",",",e,di,rne,",",",",u,rfa,",",",",i,zmi,t,",",",",ma,rma,ri,s,",",",",ta,rsu,s,",",",",si,no,p,",",",",si,va,s,",",",",a,ma,sya,text_end,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bi,tli,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,ma,sya,",",",",kay,se,ri,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ma,rma,ri,s,",",",",ga,zia,nte,p,",",",",a,ma,sya,",",",",ta,rsu,s,",",",",ma,la,tya,",",",",diya,rba,ki,r,",",",",a,rtui,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bi,tli,s,",",",",a,fyo,n,",",",",e,rzu,ru,m,",",",",si,li,fke,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",e,rzu,ru,m,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",zo,ngu,lda,k,",",",",a,fyo,n,",",",",si,no,p,",",",",e,rzu,ru,m,",",",",diya,rba,ki,r,",",",",bu,rsa,",",",",ko,nya,",",",",a,da,na,",",",",i,zmi,t,text_end,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bi,tli,s,",",",",ma,rma,ri,s,",",",",a,ma,sya,",",",",sa,msu,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",tra,bzo,n,",",",",ma,rma,ri,s,",",",",i,zmi,r,",",",",i,ne,bo,lu,",",",",bi,tli,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ko,nya,",",",",e,ski,se,hi,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,t,",",",",i,zmi,r,",",",",bo,dru,m,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,ma,sya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,li,fke,",",",",ma,la,tya,",",",",i,ne,bo,lu,",",",",e,ski,se,hi,r,",",",",si,no,p,",",",",bo,dru,m,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,t,",",",",si,no,p,",",",",i,ne,bo,lu,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ma,rsi,n,",",",",e,di,rne,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",zo,ngu,lda,k,",",",",oi,du,",",",",diya,rba,ki,r,",",",",ta,rsu,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",u,rfa,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,li,fke,",",",",a,ma,sya,",",",",ga,zia,nte,p,",",",",a,nka,ra,",",",",ma,rma,ri,s,",",",",e,ski,se,hi,r,",",",",i,zmi,t,",",",",ma,rsi,n,",",",",sa,msu,n,text_end,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",oi,du,",",",",si,no,p,",",",",ma,rsi,n,",",",",ta,rsu,s,",",",",e,re,gli,",",",",kay,se,ri,",",",",a,da,na,",",",",bu,rsa,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bo,dru,m,",",",",tra,bzo,n,",",",",ta,rsu,s,",",",",si,li,fke,",",",",ma,rma,ri,s,",",",",mu,gla,",",",",i,sta,nbu,l,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ga,zia,nte,p,",",",",e,ski,se,hi,r,",",",",i,ne,bo,lu,",",",",si,no,p,",",",",bu,rsa,",",",",tra,bzo,n,",",",",sa,msu,n,",",",",ta,rsu,s,",",",",e,rzu,ru,m,text_end,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,li,fke,",",",",tra,bzo,n,",",",",ma,la,tya,",",",",i,zmi,r,",",",",bi,tli,s,",",",",e,di,rne,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ma,rsi,n,",",",",i,zmi,t,",",",",e,rzu,ru,m,",",",",ma,rma,ri,s,",",",",mu,gla,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",mu,gla,",",",",e,rzu,ru,m,",",",",i,zmi,t,",",",",de,ni,zli,",",",",a,ma,sya,",",",",zo,ngu,lda,k,",",",",bi,tli,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,sta,nbu,l,",",",",i,zmi,r,",",",",a,ma,sya,",",",",e,di,rne,",",",",ta,rsu,s,",",",",a,fyo,n,",",",",si,va,s,",",",",kay,se,ri,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,r,",",",",bo,dru,m,",",",",si,li,fke,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",oi,du,",",",",bi,tli,s,",",",",de,ni,zli,",",",",a,fyo,n,",",",",a,da,na,",",",",si,va,s,",",",",a,nta,lya,",",",",e,rzu,ru,m,",",",",ta,rsu,s,text_end,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ta,rsu,s,",",",",u,rfa,",",",",sa,msu,n,",",",",si,no,p,",",",",i,zmi,r,",",",",i,sta,nbu,l,",",",",ma,la,tya,",",",",a,nta,lya,",",",",oi,du,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bi,tli,s,",",",",i,zmi,t,",",",",tra,bzo,n,",",",",a,nka,ra,",",",",bu,rsa,",",",",ma,rma,ri,s,",",",",a,nta,lya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,va,s,",",",",a,ma,sya,",",",",ma,rsi,n,",",",",i,zmi,r,",",",",si,no,p,",",",",bo,dru,m,",",",",kay,se,ri,",",",",de,ni,zli,",",",",e,re,gli,",",",",i,zmi,t,text_end,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,nka,ra,",",",",ko,nya,",",",",u,rfa,",",",",zo,ngu,lda,k,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",diya,rba,ki,r,",",",",si,va,s,",",",",i,zmi,t,",",",",de,ni,zli,",",",",e,di,rne,",",",",bu,rsa,",",",",ko,nya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",u,rfa,",",",",e,di,rne,",",",",a,rtui,n,",",",",a,nta,lya,",",",",i,ne,bo,lu,",",",",zo,ngu,lda,k,",",",",oi,du,",",",",a,fyo,n,",",",",a,nka,ra,text_end,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ko,nya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",ma,rma,ri,s,",",",",a,nta,lya,",",",",oi,du,",",",",a,da,na,",",",",ma,rsi,n,",",",",diya,rba,ki,r,",",",",ko,nya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,t,",",",",i,ne,bo,lu,",",",",a,rtui,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",bo,dru,m,",",",",e,ski,se,hi,r,",",",",u,rfa,",",",",si,va,s,",",",",i,ne,bo,lu,",",",",si,no,p,",",",",ma,rsi,n,",",",",e,di,rne,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",oi,du,",",",",a,da,na,",",",",ma,la,tya,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,rtui,n,",",",",ma,rsi,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",u,rfa,",",",",bo,dru,m,",",",",si,no,p,",",",",bu,rsa,",",",",si,li,fke,",",",",mu,gla,",",",",diya,rba,ki,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",e,di,rne,",",",",ma,rsi,n,",",",",oi,du,",",",",zo,ngu,lda,k,",",",",ga,zia,nte,p,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,li,fke,",",",",e,ski,se,hi,r,",",",",si,va,s,",",",",u,rfa,",",",",oi,du,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,fyo,n,",",",",e,re,gli,",",",",ta,rsu,s,",",",",i,zmi,t,",",",",de,ni,zli,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",diya,rba,ki,r,",",",",ma,la,tya,",",",",a,nka,ra,",",",",bu,rsa,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",e,re,gli,",",",",kay,se,ri,",",",",tra,bzo,n,",",",",a,nka,ra,",",",",ma,la,tya,",",",",sa,msu,n,",",",",i,sta,nbu,l,",",",",a,ma,sya,",",",",bo,dru,m,text_end,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,rtui,n,",",",",si,no,p,",",",",ma,la,tya,",",",",a,fyo,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,ne,bo,lu,",",",",bu,rsa,",",",",e,re,gli,",",",",diya,rba,ki,r,",",",",e,rzu,ru,m,",",",",i,zmi,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,da,na,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,t,",",",",u,rfa,",",",",ko,nya,",",",",si,va,s,",",",",oi,du,",",",",ma,la,tya,",",",",zo,ngu,lda,k,",",",",bo,dru,m,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,fyo,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",diya,rba,ki,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",i,zmi,r,",",",",ko,nya,",",",",e,ski,se,hi,r,",",",",bi,tli,s,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",e,re,gli,",",",",i,zmi,t,",",",",tra,bzo,n,",",",",si,no,p,",",",",ma,rsi,n,",",",",i,zmi,r,",",",",diya,rba,ki,r,",",",",oi,du,",",",",ma,rma,ri,s,text_end,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,ma,sya,",",",",bo,dru,m,",",",",oi,du,",",",",a,nka,ra,",",",",diya,rba,ki,r,",",",",i,sta,nbu,l,",",",",tra,bzo,n,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",si,no,p,",",",",ga,zia,nte,p,",",",",i,zmi,r,",",",",bi,tli,s,",",",",ta,rsu,s,",",",",sa,msu,n,",",",",i,sta,nbu,l,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",a,ma,sya,",",",",ko,nya,",",",",ma,rma,ri,s,",",",",a,nka,ra,",",",",ma,la,tya,",",",",diya,rba,ki,r,text_end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,tto,ma,n,",",",",mu,gla,",",",",u,rfa,",",",",bo,dru,m,",",",",ga,zia,nte,p,",",",",a,ma,sya,",",",",ta,rsu,s,",",",",ma,rma,ri,s,",",",",bu,rsa,",",",",i,ne,bo,lu,text_end,,,,,,,,,,,,,,,,,,,,,,,
